img_name,labels
L15-0605E-1073N_212,agriculture clear cultivation haze primary
L15-0605E-1073N_213,agriculture cultivation haze primary
L15-0605E-1073N_214,agriculture clear haze primary
L15-0605E-1073N_215,agriculture clear haze primary
L15-0605E-1073N_22,agriculture clear primary
L15-0605E-1073N_23,agriculture clear habitation primary water
L15-0605E-1073N_24,agriculture clear primary road
L15-0605E-1073N_25,agriculture clear habitation primary road
L15-0605E-1073N_26,agriculture clear primary road
L15-0605E-1073N_27,agriculture clear cultivation primary road water
L15-0605E-1073N_28,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_29,agriculture clear cultivation haze primary
L15-0605E-1073N_30,agriculture clear primary
L15-0605E-1073N_31,agriculture clear habitation haze primary
L15-0605E-1073N_310,agriculture clear cultivation habitation primary road
L15-0605E-1073N_311,agriculture clear cultivation haze primary road
L15-0605E-1073N_312,agriculture clear cultivation haze primary
L15-0605E-1073N_313,agriculture clear haze primary
L15-0605E-1073N_314,agriculture clear haze primary
L15-0605E-1073N_315,agriculture clear haze primary water
L15-0605E-1073N_32,agriculture clear habitation haze primary road
L15-0605E-1073N_33,agriculture clear primary water
L15-0605E-1073N_34,agriculture clear primary road
L15-0605E-1073N_35,agriculture clear cultivation primary
L15-0605E-1073N_36,agriculture clear cultivation primary
L15-0605E-1073N_37,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_38,agriculture clear cultivation primary water
L15-0605E-1073N_39,agriculture clear cultivation primary road water
L15-0605E-1073N_40,agriculture clear habitation haze primary road
L15-0605E-1073N_41,agriculture clear habitation haze primary road
L15-0605E-1073N_410,agriculture clear cultivation habitation haze primary road water
L15-0605E-1073N_411,agriculture clear cultivation haze primary road water
L15-0605E-1073N_412,agriculture clear cultivation haze primary road water
L15-0605E-1073N_413,agriculture clear cultivation haze primary
L15-0605E-1073N_414,agriculture clear haze primary water
L15-0605E-1073N_415,agriculture clear cultivation haze primary
L15-0605E-1073N_42,agriculture clear habitation primary water
L15-0605E-1073N_43,agriculture clear habitation primary water
L15-0605E-1073N_44,agriculture clear cultivation habitation primary road
L15-0605E-1073N_45,agriculture clear habitation primary
L15-0605E-1073N_46,agriculture clear haze primary
L15-0605E-1073N_47,agriculture clear cultivation primary
L15-0605E-1073N_48,agriculture clear cultivation habitation primary slash_burn
L15-0605E-1073N_49,agriculture clear cultivation haze primary
L15-0605E-1073N_50,agriculture clear habitation primary road
L15-0605E-1073N_51,agriculture clear primary road
L15-0605E-1073N_510,agriculture clear cultivation primary road
L15-0605E-1073N_511,agriculture clear cultivation primary road
L15-0605E-1073N_512,agriculture clear cultivation haze primary water
L15-0605E-1073N_513,agriculture clear haze primary
L15-0605E-1073N_514,agriculture clear cultivation haze primary
L15-0605E-1073N_515,agriculture clear haze primary
L15-0605E-1073N_52,agriculture clear habitation primary road water
L15-0605E-1073N_53,agriculture clear haze primary road
L15-0605E-1073N_54,agriculture clear habitation primary road
L15-0605E-1073N_55,agriculture clear primary
L15-0605E-1073N_56,agriculture clear habitation primary road
L15-0605E-1073N_57,agriculture clear cultivation habitation haze primary
L15-0605E-1073N_58,agriculture clear cultivation habitation haze primary
L15-0605E-1073N_59,agriculture clear cultivation haze primary
L15-0605E-1073N_60,agriculture clear haze primary
L15-0605E-1073N_61,agriculture clear habitation primary
L15-0605E-1073N_610,agriculture clear cultivation habitation primary road
L15-0605E-1073N_611,agriculture clear cultivation haze primary
L15-0605E-1073N_612,agriculture clear cultivation haze primary road water
L15-0605E-1073N_613,agriculture clear haze primary road water
L15-0605E-1073N_614,agriculture clear cultivation habitation haze primary
L15-0605E-1073N_615,agriculture clear cultivation haze primary
L15-0605E-1073N_62,agriculture clear habitation primary road water
L15-0605E-1073N_63,agriculture clear habitation haze primary
L15-0605E-1073N_64,agriculture clear primary road
L15-0605E-1073N_65,agriculture clear primary road
L15-0605E-1073N_66,agriculture clear primary
L15-0605E-1073N_67,agriculture clear cultivation primary
L15-0605E-1073N_68,agriculture clear cultivation habitation primary slash_burn
L15-0605E-1073N_69,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_70,agriculture clear haze primary
L15-0605E-1073N_71,agriculture clear habitation primary
L15-0605E-1073N_710,agriculture clear cultivation primary
L15-0605E-1073N_711,agriculture clear cultivation habitation haze primary water
L15-0605E-1073N_712,agriculture clear cultivation habitation haze primary road water
L15-0605E-1073N_713,agriculture clear cultivation haze primary
L15-0605E-1073N_714,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_715,agriculture clear cultivation haze primary water
L15-0605E-1073N_72,agriculture clear habitation primary
L15-0605E-1073N_73,agriculture clear primary road
L15-0605E-1073N_74,agriculture clear habitation primary road
L15-0605E-1073N_75,agriculture clear habitation primary road water
L15-0605E-1073N_76,agriculture clear primary road
L15-0605E-1073N_77,agriculture clear cultivation haze primary water
L15-0605E-1073N_78,agriculture clear cultivation habitation primary
L15-0605E-1073N_79,agriculture clear cultivation habitation primary
L15-0605E-1073N_80,agriculture clear habitation haze primary road water
L15-0605E-1073N_81,agriculture clear habitation primary road water
L15-0605E-1073N_810,agriculture clear cultivation haze primary water
L15-0605E-1073N_811,agriculture clear cultivation haze primary
L15-0605E-1073N_812,agriculture clear cultivation haze primary road
L15-0605E-1073N_813,agriculture clear haze primary road water
L15-0605E-1073N_814,agriculture clear habitation haze primary road
L15-0605E-1073N_815,agriculture clear haze primary
L15-0605E-1073N_82,agriculture clear habitation primary road
L15-0605E-1073N_83,agriculture clear habitation primary
L15-0605E-1073N_84,agriculture clear primary road
L15-0605E-1073N_85,agriculture clear primary road
L15-0605E-1073N_86,agriculture clear haze primary road water
L15-0605E-1073N_87,agriculture clear primary
L15-0605E-1073N_88,agriculture clear cultivation habitation primary road slash_burn
L15-0605E-1073N_89,agriculture clear cultivation habitation primary road
L15-0605E-1073N_90,agriculture clear primary road water
L15-0605E-1073N_91,agriculture clear habitation primary road water
L15-0605E-1073N_910,agriculture clear cultivation haze primary water
L15-0605E-1073N_911,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_912,agriculture cultivation haze primary
L15-0605E-1073N_913,agriculture clear cultivation haze primary road water
L15-0605E-1073N_914,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_915,agriculture clear haze primary road water
L15-0605E-1073N_92,agriculture clear cultivation habitation primary
L15-0605E-1073N_93,agriculture clear habitation haze primary road water
L15-0605E-1073N_94,agriculture clear habitation primary road
L15-0605E-1073N_95,agriculture clear primary road
L15-0605E-1073N_96,agriculture clear primary road
L15-0605E-1073N_97,agriculture clear primary
L15-0605E-1073N_98,agriculture clear cultivation habitation haze primary road
L15-0605E-1073N_99,agriculture clear cultivation habitation primary
L15-0605E-1074N_00,agriculture clear haze primary road
L15-0605E-1074N_01,agriculture clear habitation primary road
L15-0605E-1074N_010,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_011,agriculture clear cultivation habitation primary road
L15-0605E-1074N_012,agriculture clear haze primary road
L15-0605E-1074N_013,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_014,agriculture clear primary road
L15-0605E-1074N_015,agriculture clear haze primary
L15-0605E-1074N_02,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_03,agriculture clear cultivation haze primary
L15-0605E-1074N_04,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_05,agriculture clear cultivation haze primary
L15-0605E-1074N_06,agriculture clear cultivation haze primary
L15-0605E-1074N_07,agriculture clear cultivation haze primary
L15-0605E-1074N_08,agriculture clear cultivation haze primary road
L15-0605E-1074N_09,agriculture clear cultivation haze primary
L15-0605E-1074N_10,agriculture clear habitation haze primary road
L15-0605E-1074N_100,agriculture clear cultivation habitation primary
L15-0605E-1074N_101,agriculture clear primary
L15-0605E-1074N_1010,agriculture clear cultivation haze primary
L15-0605E-1074N_1011,agriculture clear haze primary road
L15-0605E-1074N_1012,agriculture clear habitation haze primary road
L15-0605E-1074N_1013,agriculture clear cultivation habitation primary road
L15-0605E-1074N_1014,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_1015,agriculture clear cultivation haze primary
L15-0605E-1074N_102,agriculture clear primary
L15-0605E-1074N_103,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_104,agriculture clear habitation primary road
L15-0605E-1074N_105,agriculture clear cultivation haze primary
L15-0605E-1074N_106,agriculture clear haze primary road
L15-0605E-1074N_107,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_108,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_109,agriculture clear cultivation haze primary road water
L15-0605E-1074N_11,agriculture clear cultivation haze primary road
L15-0605E-1074N_110,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_111,agriculture clear habitation primary road
L15-0605E-1074N_1110,agriculture clear primary road water
L15-0605E-1074N_1111,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_1112,agriculture clear cultivation primary road water
L15-0605E-1074N_1113,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_1114,agriculture clear cultivation haze primary
L15-0605E-1074N_1115,agriculture clear cultivation haze primary road
L15-0605E-1074N_112,agriculture clear cultivation habitation primary road
L15-0605E-1074N_113,agriculture clear cultivation habitation primary road
L15-0605E-1074N_114,agriculture clear habitation primary road
L15-0605E-1074N_115,agriculture clear primary road
L15-0605E-1074N_116,agriculture clear haze primary
L15-0605E-1074N_117,agriculture clear habitation primary road
L15-0605E-1074N_118,agriculture clear habitation primary road
L15-0605E-1074N_119,agriculture clear primary road water
L15-0605E-1074N_12,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_120,agriculture clear cultivation habitation primary road
L15-0605E-1074N_121,agriculture clear cultivation habitation primary
L15-0605E-1074N_1210,agriculture clear cultivation haze primary road
L15-0605E-1074N_1211,agriculture clear cultivation haze primary road
L15-0605E-1074N_1212,agriculture clear cultivation primary road water
L15-0605E-1074N_1213,agriculture clear cultivation haze primary water
L15-0605E-1074N_1214,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_1215,agriculture clear cultivation primary
L15-0605E-1074N_122,agriculture clear cultivation habitation primary
L15-0605E-1074N_123,agriculture clear habitation primary road
L15-0605E-1074N_124,agriculture clear cultivation habitation primary road
L15-0605E-1074N_125,agriculture clear primary
L15-0605E-1074N_126,agriculture clear habitation haze primary road
L15-0605E-1074N_127,agriculture clear habitation primary road
L15-0605E-1074N_128,agriculture clear habitation primary road
L15-0605E-1074N_129,agriculture clear cultivation haze primary road
L15-0605E-1074N_13,agriculture clear cultivation habitation primary road
L15-0605E-1074N_130,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_131,agriculture clear cultivation primary road
L15-0605E-1074N_1310,agriculture clear cultivation haze primary road water
L15-0605E-1074N_1311,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_1312,agriculture clear cultivation haze primary road water
L15-0605E-1074N_1313,agriculture clear primary road water
L15-0605E-1074N_1314,agriculture clear haze primary
L15-0605E-1074N_1315,agriculture clear cultivation haze primary
L15-0605E-1074N_132,agriculture clear cultivation primary
L15-0605E-1074N_133,agriculture clear cultivation habitation primary road
L15-0605E-1074N_134,agriculture clear cultivation primary
L15-0605E-1074N_135,agriculture clear primary road
L15-0605E-1074N_136,agriculture clear cultivation habitation primary road
L15-0605E-1074N_137,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_138,agriculture clear habitation haze primary road
L15-0605E-1074N_139,agriculture clear cultivation habitation primary road water
L15-0605E-1074N_14,agriculture clear cultivation haze primary
L15-0605E-1074N_140,agriculture clear habitation primary road
L15-0605E-1074N_141,agriculture clear cultivation primary
L15-0605E-1074N_1410,agriculture clear cultivation haze primary road water
L15-0605E-1074N_1411,agriculture clear cultivation haze primary road water
L15-0605E-1074N_1412,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_1413,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_1414,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_1415,agriculture clear cultivation haze primary road water
L15-0605E-1074N_142,agriculture clear cultivation primary
L15-0605E-1074N_143,agriculture clear primary
L15-0605E-1074N_144,agriculture clear habitation primary road
L15-0605E-1074N_145,agriculture clear habitation primary road
L15-0605E-1074N_146,agriculture clear habitation primary road water
L15-0605E-1074N_147,agriculture clear habitation primary road
L15-0605E-1074N_148,agriculture clear cultivation habitation primary
L15-0605E-1074N_149,agriculture clear cultivation primary road
L15-0605E-1074N_15,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_150,agriculture clear cultivation haze primary
L15-0605E-1074N_151,agriculture clear cultivation haze primary
L15-0605E-1074N_1510,agriculture clear cultivation haze primary
L15-0605E-1074N_1511,agriculture clear cultivation haze primary
L15-0605E-1074N_1512,agriculture clear cultivation haze primary
L15-0605E-1074N_1513,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_1514,agriculture clear haze primary road
L15-0605E-1074N_1515,agriculture clear cultivation haze primary
L15-0605E-1074N_152,agriculture clear cultivation habitation primary
L15-0605E-1074N_153,agriculture clear cultivation primary
L15-0605E-1074N_154,agriculture clear cultivation habitation primary road
L15-0605E-1074N_155,agriculture clear habitation primary road water
L15-0605E-1074N_156,agriculture clear primary road
L15-0605E-1074N_157,agriculture clear cultivation habitation primary
L15-0605E-1074N_158,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_159,agriculture clear primary road water
L15-0605E-1074N_16,agriculture haze primary
L15-0605E-1074N_17,agriculture clear cultivation haze primary road
L15-0605E-1074N_18,agriculture clear cultivation haze primary road
L15-0605E-1074N_19,agriculture clear cultivation haze primary
L15-0605E-1074N_20,agriculture clear habitation haze primary road
L15-0605E-1074N_21,agriculture cultivation haze primary
L15-0605E-1074N_210,agriculture clear haze primary
L15-0605E-1074N_211,agriculture clear cultivation haze primary
L15-0605E-1074N_212,agriculture clear cultivation haze primary
L15-0605E-1074N_213,agriculture clear cultivation haze primary water
L15-0605E-1074N_214,agriculture clear cultivation haze primary
L15-0605E-1074N_215,agriculture clear cultivation haze primary water
L15-0605E-1074N_22,agriculture cultivation haze primary
L15-0605E-1074N_23,agriculture cultivation habitation haze primary road
L15-0605E-1074N_24,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_25,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_26,agriculture clear cultivation haze primary road
L15-0605E-1074N_27,agriculture clear cultivation haze primary road
L15-0605E-1074N_28,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_29,agriculture clear cultivation haze primary road water
L15-0605E-1074N_30,agriculture clear habitation haze primary road
L15-0605E-1074N_31,agriculture clear cultivation haze primary
L15-0605E-1074N_310,agriculture clear haze primary road
L15-0605E-1074N_311,agriculture clear cultivation haze primary water
L15-0605E-1074N_312,agriculture clear cultivation primary road
L15-0605E-1074N_313,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_314,agriculture clear habitation haze primary
L15-0605E-1074N_315,agriculture clear habitation haze primary road
L15-0605E-1074N_32,clear haze primary
L15-0605E-1074N_33,agriculture clear habitation haze primary road water
L15-0605E-1074N_34,agriculture clear primary road water
L15-0605E-1074N_35,agriculture clear cultivation primary road
L15-0605E-1074N_36,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_37,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_38,agriculture clear cultivation haze primary
L15-0605E-1074N_39,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_40,agriculture clear cultivation haze primary
L15-0605E-1074N_41,agriculture clear cultivation haze primary
L15-0605E-1074N_410,agriculture clear haze primary road
L15-0605E-1074N_411,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_412,agriculture clear primary road water
L15-0605E-1074N_413,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_414,agriculture clear habitation haze primary road
L15-0605E-1074N_415,agriculture clear haze primary water
L15-0605E-1074N_42,agriculture clear primary road
L15-0605E-1074N_43,agriculture clear primary
L15-0605E-1074N_44,agriculture clear haze primary road water
L15-0605E-1074N_45,agriculture clear cultivation habitation primary
L15-0605E-1074N_46,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_47,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_48,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_49,agriculture clear habitation primary road
L15-0605E-1074N_50,agriculture clear haze primary
L15-0605E-1074N_51,agriculture clear cultivation haze primary road
L15-0605E-1074N_510,agriculture clear cultivation haze primary road water
L15-0605E-1074N_511,agriculture clear cultivation habitation primary road
L15-0605E-1074N_512,agriculture clear haze partly_cloudy primary road
L15-0605E-1074N_513,agriculture clear haze primary road
L15-0605E-1074N_514,agriculture clear cultivation haze primary
L15-0605E-1074N_515,agriculture haze partly_cloudy primary water
L15-0605E-1074N_52,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_53,agriculture clear cultivation haze primary
L15-0605E-1074N_54,agriculture clear cultivation haze primary
L15-0605E-1074N_55,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_56,agriculture clear cultivation habitation primary road
L15-0605E-1074N_57,agriculture clear cultivation haze primary road
L15-0605E-1074N_58,agriculture clear cultivation haze primary road
L15-0605E-1074N_59,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_60,agriculture clear primary road water
L15-0605E-1074N_61,agriculture clear cultivation haze primary road
L15-0605E-1074N_610,agriculture clear cultivation primary
L15-0605E-1074N_611,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_612,agriculture clear cultivation haze primary road
L15-0605E-1074N_613,agriculture clear cultivation haze primary road
L15-0605E-1074N_614,agriculture clear cultivation haze primary
L15-0605E-1074N_615,agriculture cultivation haze primary
L15-0605E-1074N_62,agriculture clear cultivation haze primary
L15-0605E-1074N_63,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_64,agriculture clear cultivation haze primary
L15-0605E-1074N_65,agriculture clear cultivation haze primary
L15-0605E-1074N_66,agriculture clear cultivation primary road water
L15-0605E-1074N_67,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_68,agriculture clear cultivation haze primary
L15-0605E-1074N_69,agriculture clear cultivation haze primary road
L15-0605E-1074N_70,agriculture clear habitation haze primary water
L15-0605E-1074N_71,agriculture clear cultivation habitation primary road
L15-0605E-1074N_710,agriculture clear cultivation haze primary
L15-0605E-1074N_711,agriculture clear cultivation haze primary
L15-0605E-1074N_712,agriculture clear cultivation haze primary
L15-0605E-1074N_713,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_714,agriculture clear cultivation haze primary
L15-0605E-1074N_715,agriculture cultivation haze primary water
L15-0605E-1074N_72,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_73,agriculture clear cultivation haze primary road
L15-0605E-1074N_74,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_75,agriculture clear cultivation haze primary
L15-0605E-1074N_76,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_77,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_78,agriculture clear haze primary
L15-0605E-1074N_79,agriculture clear cultivation haze primary
L15-0605E-1074N_80,agriculture clear cultivation haze primary
L15-0605E-1074N_81,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_810,agriculture clear cultivation haze primary road
L15-0605E-1074N_811,agriculture clear cultivation habitation primary road water
L15-0605E-1074N_812,agriculture clear cultivation habitation primary road
L15-0605E-1074N_813,agriculture clear cultivation haze primary
L15-0605E-1074N_814,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_815,agriculture cultivation haze primary
L15-0605E-1074N_82,agriculture clear cultivation habitation haze primary
L15-0605E-1074N_83,agriculture clear cultivation haze primary
L15-0605E-1074N_84,agriculture clear cultivation haze primary
L15-0605E-1074N_85,agriculture clear cultivation habitation primary
L15-0605E-1074N_86,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_87,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_88,agriculture clear cultivation haze primary
L15-0605E-1074N_89,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_90,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_91,agriculture clear cultivation haze primary
L15-0605E-1074N_910,agriculture clear cultivation haze primary road water
L15-0605E-1074N_911,agriculture clear cultivation haze primary road
L15-0605E-1074N_912,agriculture clear haze primary road water
L15-0605E-1074N_913,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_914,agriculture clear cultivation haze primary
L15-0605E-1074N_915,agriculture clear cultivation haze primary
L15-0605E-1074N_92,agriculture clear cultivation haze primary
L15-0605E-1074N_93,agriculture clear cultivation habitation primary
L15-0605E-1074N_94,agriculture clear cultivation habitation haze primary road water
L15-0605E-1074N_95,agriculture clear cultivation habitation primary road
L15-0605E-1074N_96,agriculture clear habitation primary road
L15-0605E-1074N_97,agriculture clear habitation haze primary road
L15-0605E-1074N_98,agriculture clear cultivation habitation haze primary road
L15-0605E-1074N_99,agriculture clear cultivation habitation primary road water
L15-0605E-1075N_00,agriculture clear habitation haze primary road
L15-0605E-1075N_01,agriculture clear cultivation haze primary road
L15-0605E-1075N_010,agriculture clear cultivation haze primary
L15-0605E-1075N_011,agriculture clear haze primary road water
L15-0605E-1075N_012,agriculture clear habitation primary road
L15-0605E-1075N_013,agriculture clear primary road
L15-0605E-1075N_014,agriculture cultivation haze primary
L15-0605E-1075N_015,agriculture cultivation haze primary
L15-0605E-1075N_02,agriculture clear cultivation haze primary
L15-0605E-1075N_03,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_04,agriculture clear cultivation haze primary road
L15-0605E-1075N_05,agriculture clear cultivation haze primary road water
L15-0605E-1075N_06,agriculture clear cultivation haze primary water
L15-0605E-1075N_07,agriculture clear cultivation haze primary
L15-0605E-1075N_08,agriculture clear cultivation haze primary
L15-0605E-1075N_09,agriculture clear cultivation haze primary
L15-0605E-1075N_10,agriculture clear primary
L15-0605E-1075N_100,agriculture clear habitation haze primary road water
L15-0605E-1075N_101,agriculture clear primary road
L15-0605E-1075N_1010,agriculture clear cultivation haze primary road
L15-0605E-1075N_1011,agriculture clear cultivation haze primary road
L15-0605E-1075N_1012,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_1013,agriculture clear haze primary road water
L15-0605E-1075N_1014,agriculture clear haze primary road water
L15-0605E-1075N_1015,agriculture clear primary road water
L15-0605E-1075N_102,agriculture clear primary road water
L15-0605E-1075N_103,agriculture clear cultivation haze primary road
L15-0605E-1075N_104,agriculture clear cultivation haze primary road water
L15-0605E-1075N_105,agriculture clear cultivation haze primary road
L15-0605E-1075N_106,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_107,agriculture clear cultivation haze primary road
L15-0605E-1075N_108,agriculture bare_ground clear cultivation haze primary water
L15-0605E-1075N_109,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_11,agriculture clear cultivation habitation haze primary water
L15-0605E-1075N_110,agriculture clear haze primary road water
L15-0605E-1075N_111,agriculture clear cultivation habitation primary road
L15-0605E-1075N_1110,agriculture clear cultivation haze primary
L15-0605E-1075N_1111,agriculture clear cultivation haze primary road
L15-0605E-1075N_1112,agriculture clear cultivation haze primary road water
L15-0605E-1075N_1113,agriculture clear cultivation haze primary water
L15-0605E-1075N_1114,agriculture clear cultivation primary road water
L15-0605E-1075N_1115,agriculture clear primary road
L15-0605E-1075N_112,agriculture clear habitation primary road water
L15-0605E-1075N_113,agriculture clear cultivation primary road water
L15-0605E-1075N_114,agriculture clear cultivation primary road
L15-0605E-1075N_115,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_116,agriculture clear haze primary road water
L15-0605E-1075N_117,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_118,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_119,agriculture clear cultivation haze primary
L15-0605E-1075N_12,agriculture cultivation haze primary road water
L15-0605E-1075N_120,agriculture clear habitation haze primary road water
L15-0605E-1075N_121,agriculture clear habitation haze primary road water
L15-0605E-1075N_1210,agriculture clear habitation haze primary road
L15-0605E-1075N_1211,agriculture clear haze primary road water
L15-0605E-1075N_1212,agriculture clear cultivation habitation primary road
L15-0605E-1075N_1213,agriculture clear cultivation primary road
L15-0605E-1075N_1214,agriculture clear primary road water
L15-0605E-1075N_1215,agriculture clear cultivation primary road water
L15-0605E-1075N_122,agriculture clear habitation haze primary road
L15-0605E-1075N_123,agriculture clear cultivation primary road
L15-0605E-1075N_124,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_125,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_126,agriculture clear cultivation primary road
L15-0605E-1075N_127,agriculture clear cultivation haze primary
L15-0605E-1075N_128,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_129,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_13,agriculture clear cultivation haze primary
L15-0605E-1075N_130,agriculture clear haze primary road water
L15-0605E-1075N_131,agriculture clear habitation haze primary road water
L15-0605E-1075N_1310,agriculture clear haze primary road water
L15-0605E-1075N_1311,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_1312,agriculture clear habitation primary road water
L15-0605E-1075N_1313,agriculture clear primary road
L15-0605E-1075N_1314,agriculture clear primary road
L15-0605E-1075N_1315,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_132,agriculture clear habitation primary road
L15-0605E-1075N_133,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_134,agriculture clear cultivation primary
L15-0605E-1075N_135,agriculture clear primary road
L15-0605E-1075N_136,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_137,agriculture clear haze primary road water
L15-0605E-1075N_138,agriculture clear cultivation haze primary road
L15-0605E-1075N_139,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_14,agriculture cultivation haze primary water
L15-0605E-1075N_140,agriculture clear habitation haze primary road
L15-0605E-1075N_141,agriculture clear cultivation primary road
L15-0605E-1075N_1410,agriculture clear cultivation primary road water
L15-0605E-1075N_1411,agriculture clear primary road water
L15-0605E-1075N_1412,agriculture clear haze primary road water
L15-0605E-1075N_1413,agriculture clear cultivation habitation haze primary
L15-0605E-1075N_1414,agriculture clear cultivation haze primary
L15-0605E-1075N_1415,agriculture clear haze primary road
L15-0605E-1075N_142,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_143,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_144,agriculture clear cultivation primary water
L15-0605E-1075N_145,agriculture clear cultivation haze primary road
L15-0605E-1075N_146,agriculture clear cultivation haze primary
L15-0605E-1075N_147,agriculture clear cultivation habitation primary road
L15-0605E-1075N_148,agriculture clear cultivation primary road water
L15-0605E-1075N_149,agriculture clear cultivation haze primary road water
L15-0605E-1075N_15,agriculture clear cultivation haze primary
L15-0605E-1075N_150,agriculture clear haze primary road
L15-0605E-1075N_151,agriculture clear habitation haze primary road
L15-0605E-1075N_1510,agriculture clear cultivation habitation haze primary road water
L15-0605E-1075N_1511,agriculture clear cultivation habitation primary road
L15-0605E-1075N_1512,agriculture clear primary road
L15-0605E-1075N_1513,agriculture clear haze primary road
L15-0605E-1075N_1514,agriculture clear cultivation habitation primary
L15-0605E-1075N_1515,agriculture clear cultivation haze primary water
L15-0605E-1075N_152,agriculture clear cultivation haze primary
L15-0605E-1075N_153,agriculture clear cultivation habitation haze primary road
L15-0605E-1075N_154,agriculture clear cultivation primary road water
L15-0605E-1075N_155,agriculture clear haze primary road water
L15-0605E-1075N_156,agriculture clear haze primary road water
L15-0605E-1075N_157,agriculture clear cultivation primary road water
L15-0605E-1075N_158,agriculture clear cultivation habitation primary road
L15-0605E-1075N_159,agriculture clear cultivation primary road
L15-0605E-1075N_16,agriculture clear haze primary road
L15-0605E-1075N_17,agriculture clear cultivation haze primary
L15-0605E-1075N_18,agriculture clear cultivation haze primary
L15-0605E-1075N_19,agriculture clear cultivation habitation haze primary
